uid,body,title,url,newspaper_uid,host,n_tokens_title,n_tokens_body
a968a931de3c8e19827f372b66932725,NACIONAL 3.548 nuevos casos 288.089 total de casos 131 nuevos fallecidos (inscritos en Registro Civil) 6.051 total de personas fallecidos por COVID-19,EN VIVO: Autoridades informan de 180 nuevos casos y 6 fallecidos en la región.,https://www.elrancaguino.cl/2020/07/03/en-vivo-autoridades-informan-de-180-nuevos-casos-en-la-region/,rancaguino,www.elrancaguino.cl,7,13
c6dc3fa4473b8d850a18b4193ed5b37e, ,Prisión preventiva para sujeto que escondía droga al interior de bus interprovincial.,https://www.elrancaguino.cl/2020/07/09/prision-preventiva-para-sujeto-que-escondia-droga-al-interior-de-bus-interprovincial/,rancaguino,www.elrancaguino.cl,8,0
a8608b35fc15936f79c44f95c1e16033,Dr. Fernando Soto Pinto,"Pandemia por COVID-19, delimitando responsabilidades…",https://www.elrancaguino.cl/2020/07/09/pandemia-por-covid-19-delimitando-responsabilidades/,rancaguino,www.elrancaguino.cl,2,3
224dfe3a3fb91804f6acfaf3a7595314,"En las crisis, más aún en la cuarentena que hoy nos afecta es cuando surge lo mejor y lo peor de lo nuestro,  surgen los valores humanos y también las grandes miserias también humanas. Entre las peores está el aumento de la violencia intrafamiliar, el egoísmo, los delincuentes que roban lo poco que otros tienen, quienes ven solo el beneficio propio y un largo etc. y entre las mejores el sentir que la interacción humana cara a cara es esencial y no reemplazable por pantallas, quienes comparten lo poco que tienen, quienes buscan ayudar a los demás y quienes se sacrifican quedándose en casa.",Ser un buen vecino en época de pandemia.,https://www.elrancaguino.cl/2020/07/09/ser-un-buen-vecino-en-epoca-de-pandemia/,rancaguino,www.elrancaguino.cl,5,43
f1a77701c7b309c9c5642f0a900b75c6,Gisella Abarca,Región ya superó los 8 mil casos de covid 19.,https://www.elrancaguino.cl/2020/07/10/region-ya-supero-los-8-mil-casos-de-covid-19/,rancaguino,www.elrancaguino.cl,5,2
c2fd416fc7d4b868fb4f298333121054,"Los 99 casos de hoy corresponden a 46 personas de Rancagua, 10 de Machalí, 8 de Rengo, 6 de San Fernando, 3 de Graneros, 3 de Olivar, 3 de Santa Cruz, 3 de Mostazal, 3 de Nancagua, 2 de Requinoa, 2 de Codegua, 2 de Coltauco y 1 caso de las comunas de Chimbarongo, Pichidegua, Coinco, Placilla, Chépica y 3 casos sin notificar.",EN VIVO: 12 nuevos fallecidos y 99 nuevos casos se informan hoy en la región.,https://www.elrancaguino.cl/2020/07/08/en-vivo-12-nuevos-fallecidos-y-99-nuevos-casos-se-informan-hoy-en-la-region/,rancaguino,www.elrancaguino.cl,8,27
09475cd51438a54785ea76f1706bf35a, ,Seremi de Salud O´Higgins comenzó búsqueda activa de casos Covid 19.,https://www.elrancaguino.cl/2020/07/06/seremi-de-salud-ohiggins-comenzo-busqueda-activa-de-casos-covid-19/,rancaguino,www.elrancaguino.cl,7,0
0104adf30c86ec1b8ba3061aca258bf3,Fernando Ávila F.,Incendio estructural movilizó a Bomberos de Graneros.,https://www.elrancaguino.cl/2020/07/09/incendio-estructural-movilizo-a-bomberos-de-graneros/,rancaguino,www.elrancaguino.cl,5,3
c145537f521a65295bb90e7dddaf7c67,Rodrigo Zúñiga Morales.,El comercio y la pandemia.,https://www.elrancaguino.cl/2020/07/07/el-comercio-y-la-pandemia/,rancaguino,www.elrancaguino.cl,2,3
521e8a393a82dc51b097822f1665a40a, ,"Andrés Music, gerente General, Codelco División El Teniente: «Chile y la Región necesitan los recursos que genera El Teniente»",https://www.elrancaguino.cl/2020/07/08/andres-music-gerente-general-codelco-division-el-teniente-chile-y-la-region-necesitan-los-recursos-que-genera-el-teniente/#comments,rancaguino,www.elrancaguino.cl,13,0
41115e4db489b343d57230f0cd0fa7ed,Fernando Ávila F. ,Perro de Carabineros detecta droga detrás del asiento de auxiliar de bus.,https://www.elrancaguino.cl/2020/07/08/perro-de-carabineros-detecta-droga-detras-del-asiento-de-auxiliar-de-bus/,rancaguino,www.elrancaguino.cl,8,3
6bb1cf920acd8e65751b3b713c621896, ,Volkswagen Chile lanza nueva imagen corporativa e inicia una nueva etapa.,https://www.elrancaguino.cl/2020/07/07/volkswagen-chile-lanza-nueva-imagen-corporativa-e-inicia-una-nueva-etapa/#comments,rancaguino,www.elrancaguino.cl,9,0
9b6877742f869cc1a7bc471e8f10fbf4,"La Dirección Regional de Gendarmería en O’Higgins confirmó nuevos casos de Coronavirus, correspondiente a condenados de los módulos 41, 42, 43 y 44 del Complejo Penitenciario de Rancagua, quienes fueron testeados en su totalidad el viernes pasado. De los 210 internos sometidos a PCR, 166 resultaron negativos, mientras que 44 dieron positivo al test. Dicho diagnóstico fue confirmado hoy por la Seremi de Salud.",Gendarmería confirma 44 nuevos casos de Covid 19 en cárcel de Rancagua.,https://www.elrancaguino.cl/2020/07/06/gendarmeria-confirma-44-nuevos-casos-de-covid-19-en-carcel-de-rancagua/,rancaguino,www.elrancaguino.cl,7,33
fc39c520267751e205586d2a60632ecd, ,Mesa virtual del deporte y teletrabajo con Minera Valle Central.,https://www.elrancaguino.cl/2020/07/10/mesa-virtual-del-deporte-y-teletrabajo-con-minera-valle-central/,rancaguino,www.elrancaguino.cl,7,0
7e92958ee1bd59dbba3b026a4ebcfae7,"El seremi de Energía, Pedro Pablo Ogaz junto al Director Regional de la SEC, Ricardo Miranda, realizaron una fiscalización, de la entrega de cilindros o “balones de gas”, en la comunas de Olivar, Requínoa, Rancagua y Machalí, para verificar el cumplimiento con todas las exigencias impuestas por el organismo regulador para evitar la propagación de Covid-19, entre los usuarios de este tipo de combustibles.",Fiscalizan entrega de cilindros de gas en periodo de Pandemia.,https://www.elrancaguino.cl/2020/07/10/fiscalizan-entrega-de-cilindros-de-gas-en-periodo-de-pandemia/,rancaguino,www.elrancaguino.cl,6,34
3a47e8ad3ffd5bbd3929d965f52438ef," Osvaldo Artaza, Decano Facultad de Ciencias de la Salud Universidad de Las Américas.",Covid-19 y trabajadores de la salud.,https://www.elrancaguino.cl/2020/07/08/covid-19-y-trabajadores-de-la-salud/,rancaguino,www.elrancaguino.cl,2,8
285d831e5faf9c608c91cf679f996062, ,No solo son las personas las porfiadas.,https://www.elrancaguino.cl/2020/07/08/no-solo-son-las-personas-las-porfiadas/,rancaguino,www.elrancaguino.cl,3,0
53ca6e13846651039ec47bacd751d549, ,Hombre  con amplio prontuario policial detenido por robar en domicilio de Placilla.,https://www.elrancaguino.cl/2020/07/09/hombre-con-amplio-prontuario-policial-detenido-por-robar-en-domicilio-de-placilla/,rancaguino,www.elrancaguino.cl,8,0
0b9d84e453a6061ab8dca55f3a483abb,Fernando Ávila F.,Carabineros indica que mujer víctima de violación y que fue detenida informó del hecho en el Hospital de Pichilemu.,https://www.elrancaguino.cl/2020/07/10/carabineros-indica-que-mujer-victima-de-violacion-y-que-fue-detenida-informo-del-hecho-en-el-hospital-de-pichilemu/,rancaguino,www.elrancaguino.cl,10,3
29be10bc00ffd54b728eb8ad4f5d1e53,Reporte JUEVES 02 de julio (con corte a las 21 horas del miércoles 01/07),EN VIVO: 200 nuevos casos y 8 fallecidos se informan hoy en la región.,https://www.elrancaguino.cl/2020/07/02/en-vivo-200-nuevos-casos-y-8-fallecidos-se-informan-hoy-en-la-region/,rancaguino,www.elrancaguino.cl,7,6
aafed53ef62b5f3403d0146ea400b39d,Ricardo Obando.,Siempre y cuando se juegue el torneo: Rancagua Sur y Rengo confirman su participación en la Tercera División.,https://www.elrancaguino.cl/2020/07/10/siempre-y-cuando-se-juegue-el-torneo-rancagua-sur-y-rengo-confirman-su-participacion-en-la-tercera-division/,rancaguino,www.elrancaguino.cl,10,2
68e27ede048cc38088ad84bf29a72bfe,"Fundación Cardoen inició un trabajo educativo en conjunto con seis municipalidades de la provincia de Colchagua en la Región de O’Higgins (Santa Cruz, Peralillo, Lolol, Pumanque, Nancagua y Chépica) para beneficiar a más de 8 mil escolares de escuelas municipales de la zona a través del programa “Aula en el Museo de Colchagua“, con el objetivo de fomentar el vínculo entre los profesores y este museo ubicado en Santa Cruz convirtiéndolos en mediadores entre sus estudiantes y uno de los museos más importantes del país.",Fundación Cardoen desarrolla programa educativo para más de 8 mil niños de escuelas municipales.,https://www.elrancaguino.cl/2020/07/10/fundacion-cardoen-desarrolla-programa-educativo-para-mas-de-8-mil-ninos-de-escuelas-municipales/,rancaguino,www.elrancaguino.cl,9,44
f2c02b4a411596a2801ac1e915fdc9e3, ,Retiro de fondos de pensiones.,https://www.elrancaguino.cl/2020/07/09/retiro-de-fondos-de-pensiones/,rancaguino,www.elrancaguino.cl,3,0
27dc4ee6c479f33ae5a15bd53a4e94f0,"En el mes de junio se comercializaron 8.971 unidades de vehículos livianos y medianos nuevos, representando una baja de 68,5% en comparación a lo obtenido en el mismo mes de 2019. En términos acumulados, durante el primer semestre del año, el sector automotor registra la venta de 102.746 unidades nuevas, con una disminución de 45,1% con relación al primer semestre del año pasado, según lo indica un nuevo informe de la Asociación Nacional Automotriz de Chile (ANAC).",Ventas del mercado automotor durante el primer semestre de este año caen 45%.,https://www.elrancaguino.cl/2020/07/07/ventas-del-mercado-automotor-durante-el-primer-semestre-de-este-ano-caen-45/#comments,rancaguino,www.elrancaguino.cl,7,40
581d766164cc50611cd3a51e230a4c2f,Fernando Ávila Figueroa,Hombre con 25 detenciones anteriores hirió a joven con arma blanca  para robarle su celular.,https://www.elrancaguino.cl/2020/07/09/hombre-con-25-detenciones-anteriores-hirio-a-joven-con-arma-blanca-para-robarle-su-celular/,rancaguino,www.elrancaguino.cl,9,3
c5b2ca89d86198aac2b01ac426d4bf24,"A poco más de cuatro meses desde llegada del coronavirus hemos visto cómo distintos sectores de la economía se han visto afectados, especialmente el de los pequeños emprendedores. Si bien ellos trabajan muchas veces en la informalidad, sin bancarizarse, hemos vuelto a comprobar que se trata de un sector responsable y comprometido. Con ellos reiniciamos la entrega de microcréditos en junio, luego de suspender por dos meses las devoluciones de sus préstamos a nivel nacional. Del más de centenar de grupos que hemos ido reactivando, el 87% ha podido hacer sus devoluciones y eso nos permite seguir reactivándonos en otras comunas donde más emprendedores esperan su capital de trabajo. Este comienzo auspicioso nos dice que cuando se entregan las oportunidades se responde, hay compromiso y sobre todo, mucho trabajo. El desafío está en seguir potenciando y creyendo en el emprendimiento en Chile, motor de desarrollo social y económico para nuestro país.",Apoyo a emprendedores.,https://www.elrancaguino.cl/2020/07/08/apoyo-a-emprendedores/,rancaguino,www.elrancaguino.cl,2,73
f6691729fcf3ca3517fbb8e5c212c1c3,Reporte MIERCOLES 01 de julio (con corte a las 21 horas del martes 30/06),EN VIVO: 164 nuevos casos se informan hoy en la región.,https://www.elrancaguino.cl/2020/07/01/en-vivo-164-nuevos-casos-se-informan-hoy-en-la-region/,rancaguino,www.elrancaguino.cl,6,6
c9a0c24481a525be3b478dbcbef917e2,Eugenio Espinosa Lynch,UN NUEVO TRATO.,https://www.elrancaguino.cl/2020/07/08/un-nuevo-trato/,rancaguino,www.elrancaguino.cl,2,3
c39b36f5ba63d9ba9ff7030538bf78ae,"Los alumnos de Duoc UC realizarán las Misiones Solidarias de invierno 2020 en la Diócesis de Rancagua. En esta oportunidad y por efectos de la contingencia, la colaboración será de manera virtual, a través de la celebración de la Eucaristía, el acompañamiento remoto, realización de talleres técnicos, entre otros.",Estudiantes realizarán misiones de invierno de forma virtual.,https://www.elrancaguino.cl/2020/07/10/estudiantes-realizaran-misiones-de-invierno-de-forma-virtual/,rancaguino,www.elrancaguino.cl,6,23
cca3a3d05506621dc0f6b8df6fc49fbd,"-Para evitar aglomeraciones, y como medida de prevención ante contagio por coronavirus, desde ahora el centro comercial facilita con antelación, y a través de www.openplaza.cl, la asistencia de las personas a cualquiera de sus tiendas de primera necesidad. ",Open Rancagua ofrece programar sus visitas de manera online.,https://www.elrancaguino.cl/2020/07/10/open-rancagua-ofrece-programar-sus-visitas-de-manera-online/#comments,rancaguino,www.elrancaguino.cl,7,18
63c7536ba956b9644c4e9dcf353efab8, ,Hacia el fin del turismo de masas.,https://www.elrancaguino.cl/2020/07/08/hacia-el-fin-del-turismo-de-masas/,rancaguino,www.elrancaguino.cl,4,0
22d833bf0084ba7ddebabfa384f8aa7b,"Doscientos trece nuevos casos fueron informados este martes 7 de julio por el gobernador de Colchagua, Yamil Ethit, vocería en la cual estuvo junto al jefe de la Defensa Nacional, General Jorge Jacque, a la Jefa del Departamento de Salud Pública de la Seremi de Salud, dra. Kira León; y el Director (s) del Servicio de Salud O’Higgins, Fabio López.",COVID-19: Autoridades regionales informan 213 nuevos casos de contagio.,https://www.elrancaguino.cl/2020/07/07/covid-19-autoridades-regionales-informan-213-nuevos-casos-de-contagio/,rancaguino,www.elrancaguino.cl,6,35
c7556cdd411374747bd840f78e6aa404,"Podemos ir al supermercado o comprarlas con despacho a domicilio, independiente de cuál sea la forma, está claro que debemos preocuparnos de sanitizar correctamente todos los productos que llegan a nuestro hogar para evitar posibles contagios de Covid-19. En ese sentido hay que tener especial cuidado con las frutas y verduras, ya que posiblemente las comeremos crudas.",Consejos para sanitizar correctamente frutas y verduras.,https://www.elrancaguino.cl/2020/07/10/consejos-para-sanitizar-correctamente-frutas-y-verduras/,rancaguino,www.elrancaguino.cl,5,28
78000f8dee8e7efe79372faf8ca33b4f,"La Dirección Regional de Gendarmería en O’Higgins confirmó 12 nuevos casos de Coronavirus, correspondiente a condenados del módulo 41 del Complejo Penitenciario de Rancagua, a quienes se les aplicó test PCR el pasado miércoles. El diagnóstico fue confirmado hoy por la Seremi de Salud.",Gendarmería confirma nuevos contagios de Covid 19 en módulo distinto al de reos trasladados.,https://www.elrancaguino.cl/2020/06/28/gendarmeria-confirma-nuevos-contagios-de-covid-19-en-modulo-distinto-al-de-reos-trasladados/,rancaguino,www.elrancaguino.cl,9,24
4820968848a54ae328a9b61303a7dfdf,"Esta pandemia y las medidas tomadas por las autoridades, nos invitan a estar en constante reflexión. Con respecto al desconfinamiento de la región de los Ríos y Aysén, pienso que es una medida apresurada, en el medio de un brote.","Desconfinamiento, medida apresurada",https://www.elrancaguino.cl/2020/07/10/desconfinamiento-medida-apresurada/,rancaguino,www.elrancaguino.cl,3,17
40e6c4b1da857eb672043f5f36862c91,Fernando Ávila Figueroa,"Concejal, Julio Ibarra es el nuevo alcalde suplente de Rengo.",https://www.elrancaguino.cl/2020/07/10/concejal-julio-ibarra-es-el-nuevo-alcalde-suplente-de-rengo/,rancaguino,www.elrancaguino.cl,7,3
54d159fe0b0c07b2e20ca640e4d7a725,Gisella Abarca,"Renuevan cuarentenas para Rancagua, Machalí y Graneros.",https://www.elrancaguino.cl/2020/07/08/renuevan-cuarentenas-pera-rancagua-machali-y-graneros/,rancaguino,www.elrancaguino.cl,5,2
b1da2dfd27d755d23159a38f3e1ed2c1,Gisella Abarca,Autoridades locales comparecieron ante comisión Covid 19 de la Cámara de Diputados.,https://www.elrancaguino.cl/2020/07/10/autoridades-locales-no-asumen-responsabilidades-ante-el-explosivo-ascenso-de-casos-en-la-region/,rancaguino,www.elrancaguino.cl,7,2
3319a001fe4204165923f7911b01c99c,Fernando Ávila Figueroa,Declaran ilegal detención de mujer que se aprestaba a denunciar una violación en horario de toque de queda.,https://www.elrancaguino.cl/2020/07/09/declaran-ilegal-detencion-de-mujer-que-se-aprestaba-a-denunciar-una-violacion-en-horario-de-toque-de-queda/,rancaguino,www.elrancaguino.cl,10,3
26873059748e9817e80f5b0ba5b5da0e,"Columna subsecretario de Economía y Empresas de Menor Tamaño, Esteban Carrasco",La digitalización para reinventarse.,https://www.elrancaguino.cl/2020/07/09/la-digitalizacion-para-reinventarse/,rancaguino,www.elrancaguino.cl,2,8
d8ed2f00574676c4d3f8f205107329f3,"Las sociedades modernas reconocen la libertad de prensa y el trabajo de los medios periodísticos como pilares fundamentales para la democracia, el respeto de los derechos humanos, la contención de fuerzas autoritarias y para el ejercicio de una ciudadanía plena e informada.","La sostenibilidad del periodismo durante y después de la pandemia, una responsabilidad para las democracias de América.",https://www.elrancaguino.cl/2020/07/10/la-sostenibilidad-del-periodismo-durante-y-despues-de-la-pandemia-una-responsabilidad-para-las-democracias-de-america/,rancaguino,www.elrancaguino.cl,7,21
b4e4ba25576ff970ee6acd333d95fd88,Por: Marcela Ragni V.,Mente saludable en tiempos complejos.,https://www.elrancaguino.cl/2020/07/08/mente-saludable-en-tiempos-complejos/,rancaguino,www.elrancaguino.cl,4,3
59c4bc359bd039345aefe9deac5192a8,Reporte MARTES 07 de julio (con corte a las 21 horas del lunes 06/07),213 nuevos casos de covid 19 se reportan hoy en la región.,https://www.elrancaguino.cl/2020/07/07/213-nuevos-casos-de-covid-19-se-reportan-hoy-en-la-region/,rancaguino,www.elrancaguino.cl,6,6
